Temp	J1=0.0	J1=0.2	J1=0.6	J1=0.85	J1=1.15
0.01	0.0	0.0	0.0	0.0	-0.15002821845120723
0.030204081632653063	0.0	0.0	0.0	0.0	-0.08114874794809218
0.05040816326530612	0.0	0.0	0.0	-4.969536101775539e-6	-0.09527336656752056
0.07061224489795918	0.0	0.0	0.0	-1.7937348420354615e-5	-0.09732980762573516
0.09081632653061225	0.0	0.0	9.905897937410985e-8	7.895877622529343e-5	-0.09682743530668526
0.1110204081632653	0.0	0.0	-5.027228273652638e-7	7.081491671760259e-5	-0.09696036627935137
0.13122448979591836	0.0	0.0	3.2356407612376897e-6	-0.0005063583951668201	-0.0996494252707257
0.15142857142857144	0.0	0.0	1.4873807349148046e-6	-0.003248281020815209	-0.09652665049838174
0.1716326530612245	0.0	0.0	1.085978494469846e-5	-0.01494380369789743	-0.1008275689424129
0.19183673469387755	-1.445641065391373e-9	-1.736463637801656e-8	-2.333917441321649e-5	-0.04241924816433449	-0.10047485980203372
0.2120408163265306	-5.423491563180876e-8	1.4326595009834704e-6	1.3420190804838072e-5	-0.09602370107530903	-0.0974207117867102
0.23224489795918368	-2.430175616916723e-7	-1.8486996685144502e-6	-4.208083301317624e-5	-0.09188546508661835	-0.10151676084235112
0.2524489795918367	-1.0712695404265362e-6	-2.371476315566125e-6	5.367730452400155e-5	-0.09877633624693086	-0.09325487844101804
0.2726530612244898	1.3326872645782193e-6	6.19227047835796e-6	-9.415301731627684e-5	-0.09938044067505718	-0.10362060660634491
0.29285714285714287	-1.369076697639258e-6	-3.3652278306841573e-6	-0.00017165776937154347	-0.09874343655927044	-0.09952013242232888
0.3130612244897959	-4.5461840988374466e-6	2.0589503390755897e-5	-0.0006561389237390967	-0.09820130379448129	-0.09428096784367399
0.333265306122449	-3.888732343180323e-6	-2.474445928580308e-5	-0.000603405214489216	-0.09890358981803707	-0.09278926284601115
0.35346938775510206	-1.1614271298825821e-5	-9.644078482796763e-6	-0.00037224245031681395	-0.10131899977526519	-0.09234637298714439
0.3736734693877551	3.1416558939518583e-6	5.81360049075356e-5	-0.0019508556541593947	-0.10109530026033794	-0.09679657425064607
0.39387755102040817	2.4896451213463535e-5	-4.41127059198252e-5	-0.0023870763700729507	-0.10025204352381681	-0.09538168257824194
0.41408163265306125	-2.8831487862888557e-6	-3.2624369386983035e-5	-0.006299981136423143	-0.10547703616964538	-0.09771176253684796
0.4342857142857143	-3.6504859963828077e-6	1.685468975902607e-5	-0.010438251646255862	-0.103181445757568	-0.09825503235179596
0.45448979591836736	4.652938911613623e-5	-2.1772437209907073e-5	-0.02553792679275403	-0.10872119133072752	-0.10310436216383058
0.4746938775510204	-6.303462627007201e-5	-0.0001267716617825653	-0.05392189221432074	-0.10662792168688451	-0.09978760290949969
0.49489795918367346	-8.352311866727625e-5	8.7160372880762e-5	-0.0932070563369067	-0.11279232921044881	-0.10417861320587953
0.5151020408163265	-0.0001024636472471305	-0.000329081656835178	-0.11877370015209193	-0.11202077412030434	-0.10537144879780723
0.5353061224489796	-5.093867212813841e-5	-0.0005045186869810788	-0.141275356498436	-0.11759908209956929	-0.11133573842086743
0.5555102040816327	-0.0005362541498487	-0.0013951391277816788	-0.16211620540282318	-0.1271033021747836	-0.11142952640076417
0.5757142857142857	-4.35785617400281e-5	-0.0011905459168731136	-0.20731431312590998	-0.13466646724581166	-0.11248518550172605
0.5959183673469388	-8.113361902681316e-5	0.0015765010874087529	-0.642087054986301	-0.14919870567450536	-0.11531302798470788
0.6161224489795918	0.00272463012437436	-1.7129759901018742	-1.1256389036490446	-0.16434826090548607	-0.12195856162124362
0.6363265306122449	-1.7455385572937803	-1.1479174992139336	-1.126973024824254	-0.21587189244857052	-0.12304808374657097
0.656530612244898	-1.1320526567695348	-1.0169963579766983	-1.0562359578193974	-0.4126451942667583	-0.13140507348501912
0.676734693877551	-1.0162711036407808	-1.0088743473488408	-1.0202024698839514	-0.8413508488838798	-0.1360712746090294
0.6969387755102041	-1.0022597747001585	-1.0021610722922498	-1.017370342272216	-1.0380914051784411	-0.1461970821493708
0.7171428571428572	-1.001569805077636	-1.0013971153632144	-1.0029911942734395	-1.048486737531006	-0.1655684847200281
0.7373469387755102	-1.0015513464647963	-0.99998445646858	-0.9996067564589056	-1.0373026611845044	-0.19804703989340858
0.7575510204081632	-0.9997162553391068	-1.0009891641347586	-0.9989777873067898	-1.0256900962061222	-0.2684990885848003
0.7777551020408163	-1.000236667623312	-0.9997137466749606	-0.9968757193227047	-1.012233370379371	-0.4685088798008197
0.7979591836734694	-0.9991319066931954	-1.000518716478164	-1.000555395445457	-1.006407737846993	-0.7767570699296104
0.8181632653061225	-0.9990813530738818	-0.9975312991793122	-1.000088839588941	-1.0101490307652743	-0.9724570566034234
0.8383673469387755	-1.001494943046144	-1.0019076430340428	-0.9994644758801274	-1.0031269080430487	-1.0224129486547293
0.8585714285714285	-1.0010157353920266	-1.0000896209207197	-1.0007770377923568	-1.0011457800415395	-1.0302737715225396
0.8787755102040816	-1.0005517940745097	-1.0004989862222406	-0.999651901528478	-0.9990139856609463	-1.021151115033189
0.8989795918367347	-0.9996866860787788	-1.0007200207757345	-1.0002725259538163	-1.0012255815571238	-1.018034479863019
0.9191836734693878	-0.9994565335022695	-0.9990013446369761	-1.0006229649329412	-0.9997297600643241	-1.0070422476167138
0.9393877551020409	-1.0000282896682382	-0.9985772465148259	-1.002010726900914	-0.9975120904642272	-1.0105324924065742
0.9595918367346938	-0.9984774736784128	-0.9996590763626686	-0.9979818344081357	-0.9993059332043106	-1.0011586314313687
0.9797959183673469	-1.000544951864509	-1.0018501110019007	-0.9995637614601013	-0.9988439355671241	-1.0051360001885954
