Temp_0.0	B_0.0	Temp_0.05	B_0.05	Temp_0.1	B_0.1	Temp_0.15	B_0.15	Temp_0.2	B_0.2	Temp_0.25	B_0.25	Temp_0.3	B_0.3	Temp_0.35	B_0.35	Temp_0.4	B_0.4	Temp_0.45	B_0.45	Temp_0.5	B_0.5	Temp_0.55	B_0.55	Temp_0.6	B_0.6	Temp_0.65	B_0.65	Temp_0.7	B_0.7	Temp_0.75	B_0.75	Temp_0.8	B_0.8	Temp_0.85	B_0.85	Temp_0.9	B_0.9	Temp_0.95	B_0.95	Temp_1.0	B_1.0	Temp_1.05	B_1.05	Temp_1.1	B_1.1	Temp_1.15	B_1.15
0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.11764705882352944	0.01	0.10873394321000585	0.01	0.10930680520156644	0.01	0.10855797603254536	0.01	0.11473767677707736
0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764705882352944	0.030204081632653063	0.11764703113571073	0.030204081632653063	0.117594580128498	0.030204081632653063	0.10875514328144542	0.030204081632653063	0.10865373180372018	0.030204081632653063	0.10871950019669585	0.030204081632653063	0.11306924170877053
0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764705882352944	0.05040816326530612	0.11764686549015124	0.05040816326530612	0.11763573611427502	0.05040816326530612	0.11140469389775498	0.05040816326530612	0.10864239366448714	0.05040816326530612	0.10901840499174553	0.05040816326530612	0.10874446339970079	0.05040816326530612	0.10865865515598128
0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705882352944	0.07061224489795918	0.11764705691377453	0.07061224489795918	0.11764704354652611	0.07061224489795918	0.11764671765479728	0.07061224489795918	0.1176410006849894	0.07061224489795918	0.11747835431048492	0.07061224489795918	0.09268582868035091	0.07061224489795918	0.10875300540042887	0.07061224489795918	0.10876883438540585	0.07061224489795918	0.10899070372105668	0.07061224489795918	0.10875932209930417
0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705882352944	0.09081632653061225	0.11764705213954918	0.09081632653061225	0.11764703145391608	0.09081632653061225	0.11764654220391446	0.09081632653061225	0.11764257226102215	0.09081632653061225	0.11759517718997026	0.09081632653061225	0.11624119897120111	0.09081632653061225	0.10288988158691303	0.09081632653061225	0.10887662552406652	0.09081632653061225	0.10821021485472004	0.09081632653061225	0.1089147350592855	0.09081632653061225	0.10862252482161794
0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705882352944	0.1110204081632653	0.11764705404921139	0.1110204081632653	0.11764704959339045	0.1110204081632653	0.11764695257024194	0.1110204081632653	0.11764644127291057	0.1110204081632653	0.11764337695944072	0.1110204081632653	0.11762130575682206	0.1110204081632653	0.11739709189773939	0.1110204081632653	0.10561669030054321	0.1110204081632653	0.10644500738528173	0.1110204081632653	0.1086165371133011	0.1110204081632653	0.107381879809328	0.1110204081632653	0.1085661786448362	0.1110204081632653	0.10894315272354238
0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705882352944	0.13122448979591836	0.11764705436749201	0.13122448979591836	0.11764705150300292	0.13122448979591836	0.11764702827189677	0.13122448979591836	0.11764694176048174	0.13122448979591836	0.11764642757666188	0.13122448979591836	0.11764394459759697	0.13122448979591836	0.1176301464541819	0.13122448979591836	0.1175471665719533	0.13122448979591836	0.11666706168642671	0.13122448979591836	0.09329882028867753	0.13122448979591836	0.10744377295495555	0.13122448979591836	0.10848925848243474	0.13122448979591836	0.10814854306853705	0.13122448979591836	0.10882474882049176	0.13122448979591836	0.10888910522651374
0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764705882352944	0.15142857142857144	0.11764704895686051	0.15142857142857144	0.11764702445361164	0.15142857142857144	0.1176467908662624	0.15142857142857144	0.1176462534046856	0.15142857142857144	0.11764419364245404	0.15142857142857144	0.11763533575111973	0.15142857142857144	0.1175973482987287	0.15142857142857144	0.11735620386136636	0.15142857142857144	0.11293564572902515	0.15142857142857144	0.09545520159434118	0.15142857142857144	0.10810616771911352	0.15142857142857144	0.10868663561870096	0.15142857142857144	0.10807811601183792	0.15142857142857144	0.10858008106296746	0.15142857142857144	0.10886659020053768
0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705882352944	0.1716326530612245	0.11764705182127522	0.1716326530612245	0.11764704609252896	0.1716326530612245	0.11764698055397016	0.1716326530612245	0.11764672597087622	0.1716326530612245	0.11764623802188745	0.1716326530612245	0.11764458606864592	0.1716326530612245	0.11763787312948171	0.1716326530612245	0.11761411307152814	0.1716326530612245	0.1175062367108789	0.1716326530612245	0.11683757440405629	0.1716326530612245	0.10290660059047674	0.1716326530612245	0.10094767002454108	0.1716326530612245	0.10801213628822814	0.1716326530612245	0.10857828064393149	0.1716326530612245	0.10827591648579371	0.1716326530612245	0.10808110541945692	0.1716326530612245	0.10860523835955671
0.19183673469387755	0.11764705882352944	0.19183673469387755	0.11764705882352944	0.19183673469387755	0.11764705882352944	0.19183673469387755	0.11764705882352944	0.19183673469387755	0.11764705882352944	0.19183673469387755	0.11764705882352944	0.19183673469387755	0.11764705882352944	0.19183673469387755	0.117646985960842	0.19183673469387755	0.11764700790941285	0.19183673469387755	0.11764673456794883	0.19183673469387755	0.11764610581401369	0.19183673469387755	0.11764476478273944	0.19183673469387755	0.1176392148823715	0.19183673469387755	0.11762382336861621	0.19183673469387755	0.11756523217593051	0.19183673469387755	0.11728472731625794	0.19183673469387755	0.11522490696933418	0.19183673469387755	0.09212109701241622	0.19183673469387755	0.10393226426077495	0.19183673469387755	0.10834962712294671	0.19183673469387755	0.10855859678005897	0.19183673469387755	0.10838525620016493	0.19183673469387755	0.10763817055608338	0.19183673469387755	0.10914588883694065
