Temp_0.0	C_0.0	Temp_0.05	C_0.05	Temp_0.1	C_0.1	Temp_0.15	C_0.15	Temp_0.2	C_0.2	Temp_0.25	C_0.25	Temp_0.3	C_0.3	Temp_0.35	C_0.35	Temp_0.4	C_0.4	Temp_0.45	C_0.45	Temp_0.5	C_0.5	Temp_0.55	C_0.55	Temp_0.6	C_0.6	Temp_0.65	C_0.65	Temp_0.7	C_0.7	Temp_0.75	C_0.75	Temp_0.8	C_0.8	Temp_0.85	C_0.85	Temp_0.9	C_0.9	Temp_0.95	C_0.95	Temp_1.0	C_1.0	Temp_1.05	C_1.05	Temp_1.1	C_1.1	Temp_1.15	C_1.15
0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	0.0	0.01	-1.6063950170064345e-5	0.01	0.00024106384444166906	0.01	-0.00022752828954253346
0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0	0.030204081632653063	0.0002704992823904568	0.030204081632653063	0.06968265635295008	0.030204081632653063	0.0	0.030204081632653063	0.012924103062633892	0.030204081632653063	0.0001063358344417846	0.030204081632653063	-2.4939194986389962e-5
0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	0.0	0.05040816326530612	4.919214653836777e-6	0.05040816326530612	0.0007829247695212519	0.05040816326530612	0.024815811940876432	0.05040816326530612	0.7751925875487459	0.05040816326530612	0.0	0.05040816326530612	0.08378986352829876	0.05040816326530612	0.005181117600715823	0.05040816326530612	9.987015110647613e-5
0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	0.0	0.07061224489795918	5.640599537227762e-6	0.07061224489795918	0.00010052723711150893	0.07061224489795918	0.001605696824481074	0.07061224489795918	0.016244231470721855	0.07061224489795918	0.15041172954097923	0.07061224489795918	0.6195340825650726	0.07061224489795918	3.52527324719245e-5	0.07061224489795918	0.19109353893068062	0.07061224489795918	0.02567440482893716	0.07061224489795918	0.0030339634975032046
0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	0.0	0.09081632653061225	8.353962086599155e-5	0.09081632653061225	0.0005792187749958192	0.09081632653061225	0.002392349254302156	0.09081632653061225	0.012834390169130464	0.09081632653061225	0.07145026481051443	0.09081632653061225	0.46285018547178136	0.09081632653061225	0.261245481261853	0.09081632653061225	0.0006204197656378768	0.09081632653061225	0.3529948768471702	0.09081632653061225	0.06233891612596753	0.09081632653061225	0.013643034865452217
0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	0.0	0.1110204081632653	7.571656230103271e-5	0.1110204081632653	0.0005058394078346003	0.1110204081632653	0.0026418009051162343	0.1110204081632653	0.010108122742769258	0.1110204081632653	0.043654332274681476	0.1110204081632653	0.1882146916345058	0.1110204081632653	1.0075939754778118	0.1110204081632653	0.15592677757430598	0.1110204081632653	0.002652436406300321	0.1110204081632653	0.4613945822476957	0.1110204081632653	0.11062392577363903	0.1110204081632653	0.03139810747680202
0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.0	0.13122448979591836	0.00017236985138399815	0.13122448979591836	0.0002106340539701277	0.13122448979591836	0.0007872997376606077	0.13122448979591836	0.002580960643007468	0.13122448979591836	0.009630865869536981	0.13122448979591836	0.03095521888949374	0.13122448979591836	0.10495381741856007	0.13122448979591836	0.3902593941006832	0.13122448979591836	0.7929528263038322	0.13122448979591836	0.11362406706724612	0.13122448979591836	0.008393234392722736	0.13122448979591836	0.23917829201810842	0.13122448979591836	0.16241152093767441	0.13122448979591836	0.05921461257221498
0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	0.0	0.15142857142857144	1.3082799395069526e-5	0.15142857142857144	5.908482852617092e-5	0.15142857142857144	0.0004142683120084672	0.15142857142857144	0.0011197816300951293	0.15142857142857144	0.0028705569351139605	0.15142857142857144	0.009178615923425705	0.15142857142857144	0.024197981101760784	0.15142857142857144	0.07062844077023325	0.15142857142857144	0.21308662036834466	0.15142857142857144	0.7821304374565153	0.15142857142857144	0.4819190063759939	0.15142857142857144	0.09199019628503324	0.15142857142857144	0.01738885056642419	0.15142857142857144	0.1504128978032232	0.15142857142857144	0.23148560986725317	0.15142857142857144	0.09144209186005302
0.1716326530612245	0.0	0.1716326530612245	0.0	0.1716326530612245	0.0	0.1716326530612245	0.0	0.1716326530612245	0.0	0.1716326530612245	0.0	0.1716326530612245	0.0	0.1716326530612245	2.9880214853650766e-6	0.1716326530612245	0.00020140296638121872	0.1716326530612245	0.0005845812894978749	0.1716326530612245	0.0012959515148139574	0.1716326530612245	0.0030135981111907104	0.1716326530612245	0.007462929886668181	0.1716326530612245	0.020786389495007076	0.1716326530612245	0.05227324860746582	0.1716326530612245	0.12973124020358043	0.1716326530612245	0.3669149531918177	0.1716326530612245	1.0682111262628715	0.1716326530612245	0.3249038023630067	0.1716326530612245	0.08513572044806543	0.1716326530612245	0.029047311911279388	0.1716326530612245	0.11962308820671595	0.1716326530612245	0.31400967172170874	0.1716326530612245	0.13234849460618858
0.19183673469387755	0.0	0.19183673469387755	0.0	0.19183673469387755	0.0	0.19183673469387755	0.0	0.19183673469387755	8.581619111943654e-5	0.19183673469387755	3.184221182343425e-5	0.19183673469387755	0.00017749202832035817	0.19183673469387755	0.00021997668818286726	0.19183673469387755	0.0005529406489994743	0.19183673469387755	0.0015797894355014277	0.19183673469387755	0.003487138139042683	0.19183673469387755	0.007459573715851731	0.19183673469387755	0.017704097479634598	0.19183673469387755	0.04119996024499213	0.19183673469387755	0.09294534339469401	0.19183673469387755	0.21850254893721863	0.19183673469387755	0.6019887466065827	0.19183673469387755	0.9157556344782006	0.19183673469387755	0.25878549808548196	0.19183673469387755	0.08864985623652992	0.19183673469387755	0.043316531294606005	0.19183673469387755	0.1143404348245194	0.19183673469387755	0.4575905925925701	0.19183673469387755	0.17612280848855702
