Temp_0.0	E_0.0	Temp_0.05	E_0.05	Temp_0.1	E_0.1	Temp_0.15	E_0.15	Temp_0.2	E_0.2	Temp_0.25	E_0.25	Temp_0.3	E_0.3	Temp_0.35	E_0.35	Temp_0.4	E_0.4	Temp_0.45	E_0.45	Temp_0.5	E_0.5	Temp_0.55	E_0.55	Temp_0.6	E_0.6	Temp_0.65	E_0.65	Temp_0.7	E_0.7	Temp_0.75	E_0.75	Temp_0.8	E_0.8	Temp_0.85	E_0.85	Temp_0.9	E_0.9	Temp_0.95	E_0.95	Temp_1.0	E_1.0	Temp_1.05	E_1.05	Temp_1.1	E_1.1	Temp_1.15	E_1.15
0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.0	0.01	-2.10000000000195	0.01	-2.1999999999751934	0.01	-2.3000000000257526
0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-2.0	0.030204081632653063	-1.9999993828125018	0.030204081632653063	-1.9996992669319378	0.030204081632653063	-2.0	0.030204081632653063	-2.0999426790381714	0.030204081632653063	-2.199999817683532	0.030204081632653063	-2.3000000000257526
0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-2.0	0.05040816326530612	-1.9999999843750003	0.05040816326530612	-1.9999967031250119	0.05040816326530612	-1.999848221353856	0.05040816326530612	-1.9932739720052233	0.05040816326530612	-2.0	0.05040816326530612	-2.0990348828098337	0.05040816326530612	-2.199967481747042	0.05040816326530612	-2.29999953908824
0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-2.0	0.07061224489795918	-1.9999999765625003	0.07061224489795918	-1.9999994986979166	0.07061224489795918	-1.9999904999999387	0.07061224489795918	-1.999868644531393	0.07061224489795918	-1.9982996822884649	0.07061224489795918	-1.9709066783854035	0.07061224489795918	-1.99999982421875	0.07061224489795918	-2.0962967125642167	0.07061224489795918	-2.199688764306342	0.07061224489795918	-2.2999748594002463
0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-2.0	0.09081632653061225	-1.999999507812499	0.09081632653061225	-1.9999960156250214	0.09081632653061225	-1.999980439453125	0.09081632653061225	-1.9998692526033148	0.09081632653061225	-1.9990745195326414	0.09081632653061225	-1.9926442799474846	0.09081632653061225	-1.9629398356119387	0.09081632653061225	-1.9999948763020834	0.09081632653061225	-2.091097333007887	0.09081632653061225	-2.1988090540315293	0.09081632653061225	-2.2998186201393134
0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-2.0	0.1110204081632653	-1.9999994166666668	0.1110204081632653	-1.9999955429687584	0.1110204081632653	-1.9999727656251096	0.1110204081632653	-1.9998782845052083	0.1110204081632653	-1.9993534348926252	0.1110204081632653	-1.996612052737571	0.1110204081632653	-1.9685713281249244	0.1110204081632653	-1.9588240289712873	0.1110204081632653	-1.9999671614583334	0.1110204081632653	-2.0821979869791023	0.1110204081632653	-2.197049965495442	0.1110204081632653	-2.299391762059819
0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-2.0	0.13122448979591836	-1.999998515625	0.13122448979591836	-1.9999979843749913	0.13122448979591836	-1.9999916562499982	0.13122448979591836	-1.999968381510398	0.13122448979591836	-1.9998635234381266	0.13122448979591836	-1.9994852962239584	0.13122448979591836	-1.9979204166606586	0.13122448979591836	-1.9909875449227312	0.13122448979591836	-1.9492714876301462	0.13122448979591836	-1.9561571761068295	0.13122448979591836	-1.999856640625	0.13122448979591836	-2.075221735026051	0.13122448979591836	-2.194338473959057	0.13122448979591836	-2.298474441087988
0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-2.0	0.15142857142857144	-1.9999998749999996	0.15142857142857144	-1.999999384114583	0.15142857142857144	-1.9999952473958333	0.15142857142857144	-1.9999857675780741	0.15142857142857144	-1.9999591875000344	0.15142857142857144	-1.9998502884114548	0.15142857142857144	-1.999550421876818	0.15142857142857144	-1.9984561653645834	0.15142857142857144	-1.9947553489530125	0.15142857142857144	-1.9798313951822828	0.15142857142857144	-1.9361068164061987	0.15142857142857144	-1.9540471669921085	0.15142857142857144	-1.99960224609375	0.15142857142857144	-2.0714797229818704	0.15142857142857144	-2.1903575110677305	0.15142857142857144	-2.2969682122412194
0.1716326530612245	-2.0	0.1716326530612245	-2.0	0.1716326530612245	-2.0	0.1716326530612245	-2.0	0.1716326530612245	-2.0	0.1716326530612245	-2.0	0.1716326530612245	-2.0	0.1716326530612245	-1.9999999661458334	0.1716326530612245	-1.999997585937504	0.1716326530612245	-1.9999921653646024	0.1716326530612245	-1.9999810026041667	0.1716326530612245	-1.9999505175779608	0.1716326530612245	-1.9998631197916918	0.1716326530612245	-1.9995700833332108	0.1716326530612245	-1.9987739375038558	0.1716326530612245	-1.9965218619791667	0.1716326530612245	-1.9891669309877795	0.1716326530612245	-1.9469898763021094	0.1716326530612245	-1.927911313151019	0.1716326530612245	-1.952382364257729	0.1716326530612245	-1.9991494856770833	0.1716326530612245	-2.0686947838542427	0.1716326530612245	-2.184865022786498	0.1716326530612245	-2.294696917968326
0.19183673469387755	-2.0	0.19183673469387755	-2.0	0.19183673469387755	-2.0	0.19183673469387755	-2.0	0.19183673469387755	-1.999999156250001	0.19183673469387755	-1.999999609375	0.19183673469387755	-1.9999976666666641	0.19183673469387755	-1.9999968854166588	0.19183673469387755	-1.9999916770833246	0.19183673469387755	-1.9999735240886225	0.19183673469387755	-1.9999365494791668	0.19183673469387755	-1.9998484121089333	0.19183673469387755	-1.9996007239585591	0.19183673469387755	-1.9989600898432205	0.19183673469387755	-1.9973677408911796	0.19183673469387755	-1.993037587890625	0.19183673469387755	-1.979960614583344	0.19183673469387755	-1.9270158538412563	0.19183673469387755	-1.9222310358073194	0.19183673469387755	-1.950629227213553	0.19183673469387755	-1.9984250390625	0.19183673469387755	-2.0664859973957976	0.19183673469387755	-2.177208172526025	0.19183673469387755	-2.291600552733887
