Temp_0.3	C_0.3
0.01	0.0
0.03	0.0
0.05	0.0
0.07	0.0
0.09	0.0
0.11	0.0
0.13	0.0
0.15	0.0
0.17	4.415322787894856e-5
0.19	0.00014138381403147395
0.2	0.0002896341406710689
0.2222222222222222	0.0006952734727789789
0.24444444444444444	0.0014312966758907803
0.26666666666666666	0.004314365599178416
0.28888888888888886	0.00874473391225304
0.3111111111111111	0.015895893463815185
0.3333333333333333	0.029428310821543846
0.35555555555555557	0.05035607954372856
0.37777777777777777	0.07836072136467799
0.4	0.12480080402941239
0.41000000000000003	0.14874621019774142
0.4255555555555556	0.1980951158097934
0.4411111111111111	0.25563243674160113
0.4566666666666667	0.323492170745062
0.47222222222222227	0.4164002942437549
0.4877777777777778	0.527604102567486
0.5033333333333334	0.6654248674602501
0.518888888888889	0.8554002896187125
0.5344444444444445	1.1077662075589803
0.55	1.4882213893170873
0.56	1.9178201025961148
0.5628571428571428	2.4678322112412796
0.5657142857142857	2.841490368752542
0.5685714285714286	3.085465535595935
0.5714285714285714	3.4174265703824873
0.5742857142857143	4.047033162058386
0.5771428571428572	4.495034979864208
0.58	5.679489388988514
0.5828571428571429	6.400445184802931
0.5857142857142857	7.847353025714499
0.5885714285714285	9.570791764638734
0.5914285714285714	13.244506930038837
0.5942857142857143	17.244246759103003
0.5971428571428572	20.992054334636943
0.6	26.592880231559786
0.6028571428571429	32.35903351993192
0.6057142857142858	36.690887526561795
0.6085714285714285	37.47412146577732
0.6114285714285714	36.107811573562444
0.6142857142857143	31.860235177856634
0.6171428571428571	24.753130028832757
0.62	22.0018674790391
0.6228571428571429	16.78790270642368
0.6257142857142857	11.417845370881778
0.6285714285714286	9.618424397751507
0.6314285714285715	7.574453729781684
0.6342857142857142	5.910248552830598
0.6371428571428571	5.199307128284773
0.64	4.209897116399736
0.6428571428571429	3.6977483721412217
0.6457142857142857	3.2285218900623316
0.6485714285714286	2.9796574676674066
0.6514285714285715	2.652586998937091
0.6542857142857142	2.4814692497524895
0.6571428571428571	2.3129763174368323
0.66	2.0459979581958456
0.6628571428571428	1.9724761317339603
0.6657142857142857	1.917200815667601
0.6685714285714286	1.785050198016008
0.6714285714285714	1.7574138293194757
0.6742857142857143	1.6651901216913623
0.6771428571428572	1.5902795384147173
0.68	1.5424763792602578
0.6828571428571428	1.488893317111594
0.6857142857142857	1.4593894006150157
0.6885714285714286	1.3879233546250247
0.6914285714285714	1.358374146873775
0.6942857142857143	1.31795135242676
0.6971428571428572	1.2881500632976663
0.7	1.2548189039701536
0.71	1.1459540502982954
0.7422222222222222	0.9043831402567615
0.7744444444444445	0.7427769424336276
0.8066666666666666	0.6241121841579714
0.8388888888888889	0.5357233797811021
0.8711111111111111	0.4645835680106572
0.9033333333333333	0.40807429035784465
0.9355555555555556	0.36323838238406025
0.9677777777777777	0.324140774799444
1.0	0.29263130132372517
