Temp_0.0	B_0.0
0.01	0.11764705882352944
0.03	0.11764705882352944
0.05	0.11764705882352944
0.07	0.11764705882352944
0.09	0.11764705882352944
0.11	0.11764705882352944
0.13	0.11764705882352944
0.15	0.11764705882352944
0.17	0.11764705882352944
0.19	0.11764705882352944
0.2	0.11764705882352944
0.2222222222222222	0.1176470565159139
0.24444444444444444	0.117647031533471
0.26666666666666666	0.11764692492079265
0.28888888888888886	0.11764667794202277
0.3111111111111111	0.1176460007839718
0.3333333333333333	0.11764449381034747
0.35555555555555557	0.11764142517105669
0.37777777777777777	0.11763589447826905
0.4	0.11762594984367958
0.41000000000000003	0.11761993179545183
0.4255555555555556	0.1176072117297815
0.4411111111111111	0.11758777345357863
0.4566666666666667	0.11756270759963816
0.47222222222222227	0.11752595276933098
0.4877777777777778	0.1174798248633393
0.5033333333333334	0.11740941137491734
0.518888888888889	0.11731214812318669
0.5344444444444445	0.11716847628148863
0.55	0.11695733866311575
0.56	0.11678134562081299
0.5628571428571428	0.11669928420252806
0.5657142857142857	0.11662536461223849
0.5685714285714286	0.11653980253417318
0.5714285714285714	0.11644870135134855
0.5742857142857143	0.116348013761573
0.5771428571428572	0.11621639460063793
0.58	0.11610072897943291
0.5828571428571429	0.11594973633316918
0.5857142857142857	0.1157946963012686
0.5885714285714285	0.11558837414776535
0.5914285714285714	0.11542713368879076
0.5942857142857143	0.11520153873563765
0.5971428571428572	0.11481254511432926
0.6	0.11454174909022452
0.6028571428571429	0.11405786682705121
0.6057142857142858	0.11347796481332184
0.6085714285714285	0.11271179915985963
0.6114285714285714	0.1122800310205112
0.6142857142857143	0.11078924989744776
0.6171428571428571	0.09791095222364188
0.62	0.0667052562631697
0.6228571428571429	0.021524442067554883
0.6257142857142857	-0.25607819807547605
0.6285714285714286	-0.6682469569733074
0.6314285714285715	-2.3008095087918616
0.6342857142857142	-3.523819548812736
0.6371428571428571	-4.047591258827046
0.64	-3.1114842399255895
0.6428571428571429	-1.0398199193504047
0.6457142857142857	-0.5615316239545445
0.6485714285714286	-0.30912152026239315
0.6514285714285715	-0.2638441588555964
0.6542857142857142	-0.6115093190726877
0.6571428571428571	-0.1870594323973498
0.66	-0.18717532786630375
0.6628571428571428	-0.15851120727041934
0.6657142857142857	-0.14492418999177947
0.6685714285714286	-0.12673613769752334
0.6714285714285714	-0.14151403302422305
0.6742857142857143	-0.12145866103011449
0.6771428571428572	-0.09978042632760631
0.68	-0.0983796988204182
0.6828571428571428	-0.09100385460673488
0.6857142857142857	-0.08719067310304474
0.6885714285714286	-0.08225040305178144
0.6914285714285714	-0.07795131451702009
0.6942857142857143	-0.07273541353511592
0.6971428571428572	-0.07384170913916122
0.7	-0.06767043157816821
0.71	-0.05585627304976315
0.7422222222222222	-0.03797122070533687
0.7744444444444445	-0.02884333325278421
0.8066666666666666	-0.02107187710709235
0.8388888888888889	-0.017552328125264527
0.8711111111111111	-0.014505606113642155
0.9033333333333333	-0.01242547783785164
0.9355555555555556	-0.010747859892310752
0.9677777777777777	-0.009206800952081373
1.0	-0.008307123008241657
