Temp_0.3	M2_0.3
0.01	1.0
0.03	1.0
0.05	1.0
0.07	1.0
0.09	1.0
0.11	1.0
0.13	1.0
0.15	1.0
0.17	0.9999999930826823
0.19	0.9999989347330729
0.2	0.999998073879666
0.2222222222222222	0.999992563937717
0.24444444444444444	0.9999750703531903
0.26666666666666666	0.9999261488037048
0.28888888888888886	0.9998428593885541
0.3111111111111111	0.9996489413112679
0.3333333333333333	0.9993043335638159
0.35555555555555557	0.9987301389293147
0.37777777777777777	0.997795897039834
0.4	0.996317759045398
0.41000000000000003	0.995420476425093
0.4255555555555556	0.9936685844834671
0.4411111111111111	0.9914404107085243
0.4566666666666667	0.9884732048832513
0.47222222222222227	0.9847417793858884
0.4877777777777778	0.9799144275787884
0.5033333333333334	0.9738032886217953
0.518888888888889	0.9658268590026912
0.5344444444444445	0.95541072967689
0.55	0.9416309546806826
0.56	0.9297806318463503
0.5628571428571428	0.9259825364010354
0.5657142857142857	0.9219141374483407
0.5685714285714286	0.9172278919650668
0.5714285714285714	0.912204048079618
0.5742857142857143	0.9066717034074938
0.5771428571428572	0.9011114085399111
0.58	0.8943238267530462
0.5828571428571429	0.8871144832472323
0.5857142857142857	0.8208263152393356
0.5885714285714285	0.8001510135494718
0.5914285714285714	0.7661178117131207
0.5942857142857143	0.6249210241697802
0.5971428571428572	0.41485982880313216
0.6	0.14508780706109625
0.6028571428571429	0.0615950726996495
0.6057142857142858	0.038865788058809976
0.6085714285714285	0.02733914575195086
0.6114285714285714	0.02470929220920129
0.6142857142857143	0.02254989720323322
0.6171428571428571	0.021218418755425055
0.62	0.020192587958442865
0.6228571428571429	0.019162789618596784
0.6257142857142857	0.01851222683376725
0.6285714285714286	0.017719247775607485
0.6314285714285715	0.01711517036946538
0.6342857142857142	0.01653716148546091
0.6371428571428571	0.015906903795030635
0.64	0.01548259163411483
0.6428571428571429	0.015132520684135795
0.6457142857142857	0.014697051947699744
0.6485714285714286	0.014293211276585074
0.6514285714285715	0.013990738430446311
0.6542857142857142	0.013643755384656944
0.6571428571428571	0.013367213039822108
0.66	0.013067954047308854
0.6628571428571428	0.012777826890733972
0.6657142857142857	0.012592414062500593
0.6685714285714286	0.012389476250543301
0.6714285714285714	0.012138862887912044
0.6742857142857143	0.011910146185980734
0.6771428571428572	0.011741937622070816
0.68	0.01153694481065539
0.6828571428571428	0.011361576741535694
0.6857142857142857	0.011233318576388786
0.6885714285714286	0.011040984320746398
0.6914285714285714	0.010868066623263757
0.6942857142857143	0.010762594794379517
0.6971428571428572	0.010627797810871878
0.7	0.010474197184245108
0.71	0.010048558308918525
0.7422222222222222	0.00900942701551611
0.7744444444444445	0.008272711168077259
0.8066666666666666	0.007726618421766909
0.8388888888888889	0.007314071885850984
0.8711111111111111	0.006972775675455458
0.9033333333333333	0.006693319335937533
0.9355555555555556	0.006469682766384645
0.9677777777777777	0.006269474392360645
1.0	0.0061046049262149845
