Temp_0.2	M2_0.2
0.01	1.0
0.03	1.0
0.05	1.0
0.07	1.0
0.09	1.0
0.11	1.0
0.13	1.0
0.15	1.0
0.17	1.0
0.19	0.9999997425411525
0.2	0.999999803840878
0.2222222222222222	0.9999978974194118
0.24444444444444444	0.9999911054098148
0.26666666666666666	0.9999792514146271
0.28888888888888886	0.9999397506001877
0.3111111111111111	0.9998388822446449
0.3333333333333333	0.9996592594309884
0.35555555555555557	0.9993276953880074
0.37777777777777777	0.9987311707827435
0.4	0.9978232708346532
0.41000000000000003	0.997198467979993
0.4255555555555556	0.9960277836525405
0.4411111111111111	0.9943799271284942
0.4566666666666667	0.9923170799921838
0.47222222222222227	0.9895112054209817
0.4877777777777778	0.9859908754311132
0.5033333333333334	0.9813787926120892
0.518888888888889	0.9756509420028944
0.5344444444444445	0.9679724240837683
0.55	0.9575357925244162
0.56	0.9490407283947782
0.5628571428571428	0.946759157578561
0.5657142857142857	0.9436794984133202
0.5685714285714286	0.9402692214070381
0.5714285714285714	0.936969533906812
0.5742857142857143	0.9339035277767879
0.5771428571428572	0.9300088242443644
0.58	0.924969291708261
0.5828571428571429	0.9207591390589429
0.5857142857142857	0.9165716608780569
0.5885714285714285	0.9109258157561763
0.5914285714285714	0.8814804360407358
0.5942857142857143	0.8729549600461838
0.5971428571428572	0.8616093293021055
0.6	0.8307402950516242
0.6028571428571429	0.7885962130044623
0.6057142857142858	0.7098094596183868
0.6085714285714285	0.5033000726594886
0.6114285714285714	0.3792440429529949
0.6142857142857143	0.17178551521791888
0.6171428571428571	0.10254599052641629
0.62	0.05817987457131737
0.6228571428571429	0.043322086462612805
0.6257142857142857	0.03826904218106212
0.6285714285714286	0.03371881751542278
0.6314285714285715	0.03199436235424673
0.6342857142857142	0.03103253935184559
0.6371428571428571	0.028675194915974127
0.64	0.028086661394026706
0.6428571428571429	0.027012149477015236
0.6457142857142857	0.026080054698210328
0.6485714285714286	0.025427399648483794
0.6514285714285715	0.024700446802120548
0.6542857142857142	0.024108227752048704
0.6571428571428571	0.023671655392652757
0.66	0.023075803069264253
0.6628571428571428	0.022517169538743078
0.6657142857142857	0.022134983924891053
0.6685714285714286	0.02170817991254508
0.6714285714285714	0.021362256687235345
0.6742857142857143	0.021004247213641154
0.6771428571428572	0.02067665260630235
0.68	0.02026608937756461
0.6828571428571428	0.020003824502735548
0.6857142857142857	0.019775001843270235
0.6885714285714286	0.01933036213990986
0.6914285714285714	0.019102698431061417
0.6942857142857143	0.018820281078523148
0.6971428571428572	0.01862626710389929
0.7	0.018378870241760936
0.71	0.01763404921123968
0.7422222222222222	0.015768590835038544
0.7744444444444445	0.014505084833666691
0.8066666666666666	0.01357021999313196
0.8388888888888889	0.01284511183983971
0.8711111111111111	0.012252510373791133
0.9033333333333333	0.011787581232845063
0.9355555555555556	0.011400356310007288
0.9677777777777777	0.011066842421118153
1.0	0.010769188185864392
