L = 8, J1 = 0.6

0.01, 0.6666666666666667
0.030204081632653063, 0.6666666666666667
0.05040816326530612, 0.6666666666666667
0.07061224489795918, 0.6666666666666667
0.09081632653061225, 0.6666666666666667
0.1110204081632653, 0.6666666295852854
0.13122448979591836, 0.66666648730714
0.15142857142857144, 0.666665334420167
0.1716326530612245, 0.666662065387725
0.19183673469387755, 0.6666536212071732
0.2120408163265306, 0.6666366001735747
0.23224489795918368, 0.6665960922828453
0.2524489795918367, 0.6665273606110731
0.2726530612244898, 0.6663857889313051
0.29285714285714287, 0.6661369914356507
0.3130612244897959, 0.6656939595971928
0.333265306122449, 0.6648279672211211
0.35346938775510206, 0.6632913762226913
0.3736734693877551, 0.6608680312145618
0.39387755102040817, 0.6571660582850238
0.41408163265306125, 0.6528420558702774
0.4342857142857143, 0.6482548288632624
0.45448979591836736, 0.6449867274023809
0.4746938775510204, 0.6431007834574571
0.49489795918367346, 0.642253084005958
0.5151020408163265, 0.6419977330180893
0.5353061224489796, 0.6411443433190247
0.5555102040816327, 0.6380713396486204
0.5757142857142857, 0.6301623686729495
0.5959183673469388, 0.6096196830693124
0.6161224489795918, 0.5860956108346563
0.6363265306122449, 0.5923541651346563
0.656530612244898, 0.6136776992751685
0.676734693877551, 0.6292425280602865
0.6969387755102041, 0.633494295710264
0.7171428571428572, 0.6353511666289843
0.7373469387755102, 0.6357940573172927
0.7575510204081632, 0.6356714817488391
0.7777551020408163, 0.6355755030908303
0.7979591836734694, 0.6355531252954802
0.8181632653061225, 0.6353778164747512
0.8383673469387755, 0.6354578823755207
0.8585714285714285, 0.6354190235883364
0.8787755102040816, 0.6353265111293216
0.8989795918367347, 0.635669506387863
0.9191836734693878, 0.635561535028361
0.9393877551020409, 0.6355925537893226
0.9595918367346938, 0.6355273822961498
0.9797959183673469, 0.6357651598745306
1.0, 0.6356331816461703
