L = 12, J1 = 0.75

0.01, 0.6666666666666665
0.030204081632653063, 0.6666666666666665
0.05040816326530612, 0.6666666666666665
0.07061224489795918, 0.6666666474324452
0.09081632653061225, 0.6666662854454591
0.1110204081632653, 0.6666638395630156
0.13122448979591836, 0.6666531037569134
0.15142857142857144, 0.6666162402339681
0.1716326530612245, 0.6665036883970193
0.19183673469387755, 0.6661537998800544
0.2120408163265306, 0.6650985806183894
0.23224489795918368, 0.662064199528801
0.2524489795918367, 0.6562724621547522
0.2726530612244898, 0.6501723096082754
0.29285714285714287, 0.6491801535500374
0.3130612244897959, 0.6519606074177198
0.333265306122449, 0.6545632990134415
0.35346938775510206, 0.6559061085823241
0.3736734693877551, 0.6562417910238217
0.39387755102040817, 0.6561020915934792
0.41408163265306125, 0.6554914296358831
0.4342857142857143, 0.6547980039538248
0.45448979591836736, 0.6541194658957087
0.4746938775510204, 0.6531139201614498
0.49489795918367346, 0.6522605830859673
0.5151020408163265, 0.6510792836632109
0.5353061224489796, 0.6496124834025816
0.5555102040816327, 0.6478075278924299
0.5757142857142857, 0.6437130188082241
0.5959183673469388, 0.6370488354055098
0.6161224489795918, 0.6194470152426006
0.6363265306122449, 0.5920384350937171
0.656530612244898, 0.5765607241354914
0.676734693877551, 0.6023175000147841
0.6969387755102041, 0.616348328067382
0.7171428571428572, 0.6227680342119727
0.7373469387755102, 0.6227586229124349
0.7575510204081632, 0.6225673348045537
0.7777551020408163, 0.6242276967668392
0.7979591836734694, 0.6243492408845713
0.8181632653061225, 0.6234799934202935
0.8383673469387755, 0.6077586091594944
0.8585714285714285, 0.6133290678404986
0.8787755102040816, 0.6079052940475151
0.8989795918367347, 0.6108479589778106
0.9191836734693878, 0.6110176807493599
0.9393877551020409, 0.6132366410846201
0.9595918367346938, 0.610232986591071
0.9797959183673469, 0.6133861686735855
1.0, 0.6187989168061342
