L = 12, J1 = 0.8

0.01, 0.6666666666666665
0.030204081632653063, 0.6666666666666665
0.05040816326530612, 0.6666666629392586
0.07061224489795918, 0.6666664193122038
0.09081632653061225, 0.6666629811721608
0.1110204081632653, 0.6666443587287975
0.13122448979591836, 0.6665639463768174
0.15142857142857144, 0.6662267361614211
0.1716326530612245, 0.6648295411431118
0.19183673469387755, 0.6603759456694802
0.2120408163265306, 0.6521766341171442
0.23224489795918368, 0.6491427766592239
0.2524489795918367, 0.6527205330889986
0.2726530612244898, 0.655526938215858
0.29285714285714287, 0.6565732390579053
0.3130612244897959, 0.6569748217520861
0.333265306122449, 0.6566540312552573
0.35346938775510206, 0.6563171183123241
0.3736734693877551, 0.6556392407373146
0.39387755102040817, 0.6550543367151069
0.41408163265306125, 0.6541424104017719
0.4342857142857143, 0.6538527375547927
0.45448979591836736, 0.6535910995998641
0.4746938775510204, 0.6526069430736341
0.49489795918367346, 0.6521819404104776
0.5151020408163265, 0.651360487059921
0.5353061224489796, 0.6496823834974557
0.5555102040816327, 0.6482807107121423
0.5757142857142857, 0.6453947199366241
0.5959183673469388, 0.6404071617240226
0.6161224489795918, 0.6307117428601426
0.6363265306122449, 0.6141470017464139
0.656530612244898, 0.5868763148790093
0.676734693877551, 0.555194436382745
0.6969387755102041, 0.6167822197283236
0.7171428571428572, 0.6159001204716608
0.7373469387755102, 0.6224066557588832
0.7575510204081632, 0.6247387926651962
0.7777551020408163, 0.6193294408924426
0.7979591836734694, 0.6185362334508995
0.8181632653061225, 0.6216118341395609
0.8383673469387755, 0.6218420567512142
0.8585714285714285, 0.6002631737243287
0.8787755102040816, 0.6068509514351942
0.8989795918367347, 0.6106547754425138
0.9191836734693878, 0.6106097407503916
0.9393877551020409, 0.6110663558353233
0.9595918367346938, 0.6100384078050023
0.9797959183673469, 0.6128938626867376
1.0, 0.6131191781397233
