L = 16, J1 = 0.6

0.01, 0.6666666666666667
0.030204081632653063, 0.6666666666666667
0.05040816326530612, 0.6666666666666667
0.07061224489795918, 0.6666666666666667
0.09081632653061225, 0.6666666666283872
0.1110204081632653, 0.6666666575597169
0.13122448979591836, 0.6666666065758946
0.15142857142857144, 0.6666663296054066
0.1716326530612245, 0.6666654937272602
0.19183673469387755, 0.6666631357227915
0.2120408163265306, 0.66665782813696
0.23224489795918368, 0.6666458899714892
0.2524489795918367, 0.6666163595123862
0.2726530612244898, 0.6665621435551013
0.29285714285714287, 0.6664286660526861
0.3130612244897959, 0.6661520001497043
0.333265306122449, 0.6655915554570783
0.35346938775510206, 0.6643628711402654
0.3736734693877551, 0.6620736902201769
0.39387755102040817, 0.6577037294833661
0.41408163265306125, 0.6518977199175722
0.4342857142857143, 0.6474165662875511
0.45448979591836736, 0.6473740679216631
0.4746938775510204, 0.6504139065775574
0.49489795918367346, 0.6525668122545515
0.5151020408163265, 0.6527442364367213
0.5353061224489796, 0.6514094845765811
0.5555102040816327, 0.647827363189136
0.5757142857142857, 0.6358724389799569
0.5959183673469388, 0.5734744302001926
0.6161224489795918, 0.5861100447950944
0.6363265306122449, 0.6141219028253684
0.656530612244898, 0.6153663433307435
0.676734693877551, 0.6137834268233582
0.6969387755102041, 0.6128594291638929
0.7171428571428572, 0.6123402688179193
0.7373469387755102, 0.6119289593068735
0.7575510204081632, 0.612169743934256
0.7777551020408163, 0.6125131197651892
0.7979591836734694, 0.6123047796395631
0.8181632653061225, 0.6130954783171279
0.8383673469387755, 0.6131206558126395
0.8585714285714285, 0.6134466960858862
0.8787755102040816, 0.6137533382641164
0.8989795918367347, 0.6133900190766386
0.9191836734693878, 0.6138741154027181
0.9393877551020409, 0.6141186831600731
0.9595918367346938, 0.6146484191786478
0.9797959183673469, 0.6145318440646316
1.0, 0.6143290814343567
