L = 12, J1 = 0.6

0.01, 0.6666666666666667
0.030204081632653063, 0.6666666666666667
0.05040816326530612, 0.6666666666666665
0.07061224489795918, 0.6666666666666667
0.09081632653061225, 0.6666666666666665
0.1110204081632653, 0.6666666548845246
0.13122448979591836, 0.6666665571829572
0.15142857142857144, 0.6666661340609072
0.1716326530612245, 0.6666647033567537
0.19183673469387755, 0.6666605046698624
0.2120408163265306, 0.6666520826595346
0.23224489795918368, 0.6666323659242959
0.2524489795918367, 0.6665947961895339
0.2726530612244898, 0.6665118545468356
0.29285714285714287, 0.6663564048872247
0.3130612244897959, 0.6660284842175925
0.333265306122449, 0.6653676563937356
0.35346938775510206, 0.6639563261327176
0.3736734693877551, 0.6614672705561528
0.39387755102040817, 0.6575608425981128
0.41408163265306125, 0.6524042286802954
0.4342857142857143, 0.6477148029721678
0.45448979591836736, 0.6459292925451099
0.4746938775510204, 0.6469068531049335
0.49489795918367346, 0.6484116988523831
0.5151020408163265, 0.6492953683918062
0.5353061224489796, 0.6482212138561974
0.5555102040816327, 0.6453268585435461
0.5757142857142857, 0.6337307285543394
0.5959183673469388, 0.5897605328165126
0.6161224489795918, 0.5417039882962674
0.6363265306122449, 0.5969662815100039
0.656530612244898, 0.6093450948712416
0.676734693877551, 0.6205432527642556
0.6969387755102041, 0.6257006832552374
0.7171428571428572, 0.6252506364790567
0.7373469387755102, 0.6246404916154674
0.7575510204081632, 0.6250841630788087
0.7777551020408163, 0.6233865142729991
0.7979591836734694, 0.6186611187902186
0.8181632653061225, 0.619211216575543
0.8383673469387755, 0.6114190501233081
0.8585714285714285, 0.6100421127419247
0.8787755102040816, 0.6108499343379439
0.8989795918367347, 0.6123836110878522
0.9191836734693878, 0.6101108383647948
0.9393877551020409, 0.6109046026752634
0.9595918367346938, 0.6123235732617489
0.9797959183673469, 0.618787893610173
1.0, 0.6186148182649454
