L = 16, J1 = 0.65

0.01, 0.6666666666666667
0.030204081632653063, 0.6666666666666667
0.05040816326530612, 0.6666666666666667
0.07061224489795918, 0.6666666666666667
0.09081632653061225, 0.666666665556616
0.1110204081632653, 0.6666666210540628
0.13122448979591836, 0.6666663897359499
0.15142857142857144, 0.6666653977738612
0.1716326530612245, 0.6666623767399932
0.19183673469387755, 0.6666544041910696
0.2120408163265306, 0.666635347354355
0.23224489795918368, 0.6665865035426698
0.2524489795918367, 0.6664588181942097
0.2726530612244898, 0.6661913265384685
0.29285714285714287, 0.6655380916681903
0.3130612244897959, 0.6639541161409972
0.333265306122449, 0.6607844142952259
0.35346938775510206, 0.6554107921716672
0.3736734693877551, 0.6498282233900445
0.39387755102040817, 0.64824945699194
0.41408163265306125, 0.6509344454805215
0.4342857142857143, 0.6540850906596856
0.45448979591836736, 0.6553520865776349
0.4746938775510204, 0.6554877256324114
0.49489795918367346, 0.6544931772006772
0.5151020408163265, 0.6534503582595985
0.5353061224489796, 0.6515105827798942
0.5555102040816327, 0.6482774521919827
0.5757142857142857, 0.6403195983231293
0.5959183673469388, 0.6125099361723089
0.6161224489795918, 0.563957856681331
0.6363265306122449, 0.6053361640702074
0.656530612244898, 0.6148513335771686
0.676734693877551, 0.6143177614844872
0.6969387755102041, 0.6132754144179822
0.7171428571428572, 0.6120367583493993
0.7373469387755102, 0.6120688292741423
0.7575510204081632, 0.6119770650312988
0.7777551020408163, 0.612218555229291
0.7979591836734694, 0.6123246532475547
0.8181632653061225, 0.6124281099547242
0.8383673469387755, 0.6126523143618949
0.8585714285714285, 0.613197514320195
0.8787755102040816, 0.6138346720820622
0.8989795918367347, 0.6138108177401801
0.9191836734693878, 0.6138966618921267
0.9393877551020409, 0.6140201285786049
0.9595918367346938, 0.6137186708928709
0.9797959183673469, 0.6139360175433033
1.0, 0.6142710777330186
