L = 16, J1 = 0.8

0.01, 0.6666666666666667
0.030204081632653063, 0.6666666666666667
0.05040816326530612, 0.6666666635281755
0.07061224489795918, 0.6666665144157444
0.09081632653061225, 0.6666646455731127
0.1110204081632653, 0.6666529799230041
0.13122448979591836, 0.6665945517688929
0.15142857142857144, 0.6663264998889868
0.1716326530612245, 0.6651207761062716
0.19183673469387755, 0.6604958766559093
0.2120408163265306, 0.6517357514739971
0.23224489795918368, 0.6507926358717073
0.2524489795918367, 0.6559169511230507
0.2726530612244898, 0.6581002954552746
0.29285714285714287, 0.6582188422671312
0.3130612244897959, 0.6579722645796393
0.333265306122449, 0.6572158380854831
0.35346938775510206, 0.6566860987469811
0.3736734693877551, 0.6562090467881349
0.39387755102040817, 0.6557290060202652
0.41408163265306125, 0.655206169932639
0.4342857142857143, 0.6547465346681324
0.45448979591836736, 0.6543112729271932
0.4746938775510204, 0.6537874321660091
0.49489795918367346, 0.6532075197090397
0.5151020408163265, 0.652477584480174
0.5353061224489796, 0.6510952249587647
0.5555102040816327, 0.6493743309103459
0.5757142857142857, 0.6466844011345174
0.5959183673469388, 0.6414431589536483
0.6161224489795918, 0.6309826095226708
0.6363265306122449, 0.6093031261713278
0.656530612244898, 0.5867179816035257
0.676734693877551, 0.6032255191973201
0.6969387755102041, 0.6138896835280825
0.7171428571428572, 0.613801949746227
0.7373469387755102, 0.6127942664648999
0.7575510204081632, 0.6114179459090029
0.7777551020408163, 0.6113668722774399
0.7979591836734694, 0.6114718960312766
0.8181632653061225, 0.6113006680495965
0.8383673469387755, 0.6120745771585998
0.8585714285714285, 0.611846381796061
0.8787755102040816, 0.6120501848530773
0.8989795918367347, 0.6127412728713313
0.9191836734693878, 0.6128479644153542
0.9393877551020409, 0.6126044885370445
0.9595918367346938, 0.6128123069891952
0.9797959183673469, 0.6132115050294389
1.0, 0.6140965828218043
