Temp_0.6	B_0.6
0.01	0.11764705882352944
0.04111111111111111	0.11764705882352944
0.07222222222222222	0.11764705882352944
0.10333333333333333	0.11764705118473373
0.13444444444444445	0.11764686260937163
0.16555555555555557	0.11764505929885727
0.19666666666666666	0.1176380907339789
0.22777777777777777	0.11761573946459791
0.2588888888888889	0.11756026140602482
0.29	0.11743761015577037
0.3	0.1173754055146411
0.30505050505050507	0.11733754118122353
0.3101010101010101	0.11728254071528299
0.3151515151515151	0.11723746767208976
0.3202020202020202	0.11716292951048235
0.32525252525252524	0.11711199536975225
0.3303030303030303	0.11704262417111033
0.33535353535353535	0.11692572531118473
0.34040404040404043	0.11685564742951726
0.34545454545454546	0.11671966388161903
0.3505050505050505	0.11658230272878556
0.35555555555555557	0.1160513410144488
0.3606060606060606	0.11528505180946014
0.3656565656565657	0.11502440358913824
0.3707070707070707	0.11471218371490988
0.37575757575757573	0.11437173073359053
0.3808080808080808	0.11394066735023645
0.38585858585858585	0.11340735132084179
0.39090909090909093	0.11279806730730224
0.39595959595959596	0.1120444087721385
0.401010101010101	0.11122671656446426
0.40606060606060607	0.11027680299132847
0.4111111111111111	0.10889821151202683
0.4161616161616162	0.1077176150322674
0.4212121212121212	0.10710476808334823
0.4262626262626263	0.10555509304492028
0.4313131313131313	0.10364999338495695
0.43636363636363634	0.10217020689995737
0.4414141414141414	0.10006638832141668
0.44646464646464645	0.09801757558819602
0.45151515151515154	0.09610783233112619
0.45656565656565656	0.09389213776590277
0.4616161616161616	0.09126478101722835
0.4666666666666667	0.0886493517269451
0.4717171717171717	0.08802085170345653
0.4767676767676768	0.08553360985240388
0.4818181818181818	0.08292772223880385
0.4868686868686869	0.0816383058435225
0.4919191919191919	0.08015596207413922
0.49696969696969695	0.07926065004966543
0.502020202020202	0.07896069078493562
0.5070707070707071	0.07846143697114072
0.5121212121212121	0.07709237885649389
0.5171717171717172	0.07654138338354666
0.5222222222222223	0.07684785313582743
0.5272727272727272	0.07634796334752636
0.5323232323232323	0.07575892376333826
0.5373737373737374	0.0759834554405514
0.5424242424242425	0.07448822328745364
0.5474747474747474	0.07353362865738355
0.5525252525252525	0.07172968636154897
0.5575757575757576	0.06865504323330318
0.5626262626262626	0.06633738640462838
0.5676767676767677	0.06299767544322965
0.5727272727272728	0.057789671436803136
0.5777777777777777	0.04773020696593777
0.5828282828282828	0.03813493533990098
0.5878787878787879	0.01758006855573835
0.592929292929293	-0.010315491664664389
0.597979797979798	-0.057317468778880665
0.603030303030303	-0.11113508663248073
0.6080808080808081	-0.1920545702062575
0.6131313131313131	-0.26874016519311317
0.6181818181818182	-0.34054443380742283
0.6232323232323232	-0.3892350291117468
0.6282828282828283	-0.4061462251288275
0.6333333333333333	-0.403338957554106
0.6383838383838384	-0.38361443716667387
0.6434343434343435	-0.3613400189153697
0.6484848484848484	-0.3059514879827221
0.6535353535353535	-0.2846315850949377
0.6585858585858586	-0.24644405024181104
0.6636363636363637	-0.22013166191086264
0.6686868686868687	-0.20777007047435792
0.6737373737373737	-0.18401115433480708
0.6787878787878788	-0.16903505733772395
0.6838383838383838	-0.15233226244421916
0.6888888888888889	-0.14192573912293494
0.693939393939394	-0.13311337012717184
0.6989898989898989	-0.12312281246547174
0.704040404040404	-0.11590038445691242
0.7090909090909091	-0.10777867944207786
0.7141414141414142	-0.09965741124109107
0.7191919191919192	-0.09606101697638558
0.7242424242424242	-0.09109140417567607
0.7292929292929293	-0.08549407992487024
0.7343434343434343	-0.07850562561827612
0.7393939393939394	-0.07757283846432395
0.7444444444444445	-0.07084079337970439
0.7494949494949495	-0.06910218074408192
0.7545454545454545	-0.06625438484555635
0.7595959595959596	-0.06371531159198596
0.7646464646464647	-0.05984541328495907
0.7696969696969697	-0.0563746880218714
0.7747474747474747	-0.05521528441019097
0.7797979797979798	-0.05366194343311137
0.7848484848484848	-0.05107177805897778
0.7898989898989899	-0.04990903680573311
0.794949494949495	-0.04846334429125232
0.8	-0.04651901085265142
0.81	-0.04457064854059811
0.8311111111111111	-0.03782827936486188
0.8522222222222222	-0.03393402100202492
0.8733333333333333	-0.030422397992943218
0.8944444444444445	-0.027490758981724372
0.9155555555555556	-0.024780719140112373
0.9366666666666666	-0.023064576649315827
0.9577777777777777	-0.021027780020291376
0.9788888888888889	-0.01934735134103538
1.0	-0.018275413001032748
