Temp_0.6	E_0.6
0.01	-2.0
0.04111111111111111	-2.0
0.07222222222222222	-2.0
0.10333333333333333	-1.9999996119791625
0.13444444444444445	-1.9999893723957738
0.16555555555555557	-1.999894424479054
0.19666666666666666	-1.9995025117178293
0.22777777777777777	-1.9984354967411173
0.2588888888888889	-1.9961768808501734
0.29	-1.9919274641795612
0.3	-1.9901261956245746
0.30505050505050507	-1.989053869453559
0.3101010101010101	-1.9879096510296617
0.3151515151515151	-1.9866526988823188
0.3202020202020202	-1.9853099547422988
0.32525252525252524	-1.983880143545176
0.3303030303030303	-1.982414587882245
0.33535353535353535	-1.9807151207608082
0.34040404040404043	-1.9788807594344078
0.34545454545454546	-1.9770243434198043
0.3505050505050505	-1.9749066702438383
0.35555555555555557	-1.9727261048150226
0.3606060606060606	-1.9702942822243719
0.3656565656565657	-1.9678641263004653
0.3707070707070707	-1.9651004290354543
0.37575757575757573	-1.962076825520571
0.3808080808080808	-1.9590607610674087
0.38585858585858585	-1.9553921442056998
0.39090909090909093	-1.9519644720051255
0.39595959595959596	-1.9113554108073458
0.401010101010101	-1.9051319352213747
0.40606060606060607	-1.898920997070345
0.4111111111111111	-1.8919744931639855
0.4161616161616162	-1.8841468997395865
0.4212121212121212	-1.8786344755859385
0.4262626262626263	-1.8694180742186537
0.4313131313131313	-1.8634195348307239
0.43636363636363634	-1.8525247447916109
0.4414141414141414	-1.8424881012368524
0.44646464646464645	-1.8332182558594152
0.45151515151515154	-1.8238023929035683
0.45656565656565656	-1.8138436878256332
0.4616161616161616	-1.8042589827473974
0.4666666666666667	-1.7930808505857911
0.4717171717171717	-1.7846212858073185
0.4767676767676768	-1.7730998847656727
0.4818181818181818	-1.7602066461588963
0.4868686868686869	-1.7481551292317845
0.4919191919191919	-1.734811733723841
0.49696969696969695	-1.7246378772785178
0.502020202020202	-1.7132318206381663
0.5070707070707071	-1.6991714879557782
0.5121212121212121	-1.6872767812499512
0.5171717171717172	-1.673556881510402
0.5222222222222223	-1.6605730338541917
0.5272727272727272	-1.6458317431641263
0.5323232323232323	-1.6306022246093812
0.5373737373737374	-1.6155211354166379
0.5424242424242425	-1.6006245960285723
0.5474747474747474	-1.5819301223957258
0.5525252525252525	-1.565762159179594
0.5575757575757576	-1.5454120315754516
0.5626262626262626	-1.5233000074869558
0.5676767676767677	-1.5004462600911601
0.5727272727272728	-1.4751611663410948
0.5777777777777777	-1.4448295898437227
0.5828282828282828	-1.407131201497381
0.5878787878787879	-1.3662173131512096
0.592929292929293	-1.314209968750099
0.597979797979798	-1.258583805989567
0.603030303030303	-1.1886404889326907
0.6080808080808081	-1.1141259944666742
0.6131313131313131	-1.052994886395072
0.6181818181818182	-1.0034810071633227
0.6232323232323232	-0.9682849280619604
0.6282828282828283	-0.9358545039082687
0.6333333333333333	-0.9113068955088529
0.6383838383838384	-0.8907126360682247
0.6434343434343435	-0.8724890774741291
0.6484848484848484	-0.856332004557311
0.6535353535353535	-0.841507097005272
0.6585858585858586	-0.8269474401042515
0.6636363636363637	-0.8149056907552172
0.6686868686868687	-0.8026497558594198
0.6737373737373737	-0.7917627552083283
0.6787878787878788	-0.7813588665364408
0.6838383838383838	-0.7715750885416491
0.6888888888888889	-0.7618002802734247
0.693939393939394	-0.753099145833303
0.6989898989898989	-0.7447785598958041
0.704040404040404	-0.7363618710937456
0.7090909090909091	-0.728217770507869
0.7141414141414142	-0.7210209329426718
0.7191919191919192	-0.7140061901041491
0.7242424242424242	-0.7069201562500055
0.7292929292929293	-0.7002104886068032
0.7343434343434343	-0.6939090078124952
0.7393939393939394	-0.6877606617838237
0.7444444444444445	-0.6816368004557551
0.7494949494949495	-0.6760258492839326
0.7545454545454545	-0.6705738909505061
0.7595959595959596	-0.6649708610025407
0.7646464646464647	-0.6597781569010595
0.7696969696969697	-0.6545411520182427
0.7747474747474747	-0.649823380533834
0.7797979797979798	-0.6449387268880163
0.7848484848484848	-0.6403934550781067
0.7898989898989899	-0.6358196367187773
0.794949494949495	-0.6314978863932156
0.8	-0.6270630084635271
0.81	-0.6189682988280916
0.8311111111111111	-0.6032841435547002
0.8522222222222222	-0.5888830302734503
0.8733333333333333	-0.575815046223916
0.8944444444444445	-0.5639713040364684
0.9155555555555556	-0.5530370335286815
0.9366666666666666	-0.5428383557943612
0.9577777777777777	-0.533381308919498
0.9788888888888889	-0.5247289108081317
1.0	-0.5165798141285114
