Temp_0.8	E_0.8
0.01	-2.0
0.01888888888888889	-2.0
0.02777777777777778	-2.0
0.03666666666666667	-2.0
0.04555555555555556	-2.0
0.05444444444444445	-1.9999997656249984
0.06333333333333334	-1.9999976432291462
0.07222222222222223	-1.9999869635415757
0.08111111111111112	-1.9999607239580783
0.09000000000000001	-1.9998837239575176
0.1	-1.9997225208315323
0.10408163265306122	-1.9995982109350272
0.10816326530612246	-1.999465109371747
0.11224489795918367	-1.9993038619750432
0.11632653061224489	-1.9990813802032406
0.12040816326530612	-1.998853705722961
0.12448979591836734	-1.9985226145758332
0.12857142857142856	-1.9981499505118503
0.1326530612244898	-1.997703453114356
0.13673469387755102	-1.9972188671757767
0.14081632653061224	-1.9967086510282137
0.14489795918367346	-1.9959858515476754
0.1489795918367347	-1.9953352968588014
0.15306122448979592	-1.994454192690847
0.15714285714285714	-1.9935609856587841
0.16122448979591836	-1.99244353123073
0.1653061224489796	-1.9912336236781694
0.16938775510204082	-1.9900206666466482
0.17346938775510204	-1.9837223450321657
0.17755102040816326	-1.9763477669104519
0.1816326530612245	-1.9747862252453385
0.18571428571428572	-1.9707574166532489
0.18979591836734694	-1.9707007343605847
0.19387755102040816	-1.9671121315003919
0.19795918367346937	-1.961424200512042
0.20204081632653062	-1.9576629843682074
0.20612244897959184	-1.952629914057662
0.21020408163265306	-1.9484322695276117
0.21428571428571427	-1.9445267317682915
0.21836734693877552	-1.9412258177061572
0.22244897959183674	-1.9356025924464757
0.22653061224489796	-1.9320278124992247
0.23061224489795917	-1.9270765494786455
0.23469387755102042	-1.9228330143225472
0.23877551020408164	-1.919278019530973
0.24285714285714285	-1.9141877786458847
0.24693877551020407	-1.9103471028644972
0.2510204081632653	-1.9064203398436868
0.25510204081632654	-1.9029699361978347
0.25918367346938775	-1.89923721744781
0.26326530612244897	-1.8953756171872804
0.2673469387755102	-1.8919597864585567
0.2714285714285714	-1.8885878619792356
0.2755102040816326	-1.8855565039063913
