Temp_0.8	M2_0.8
0.01	1.0
0.01888888888888889	1.0
0.02777777777777778	1.0
0.03666666666666667	1.0
0.04555555555555556	1.0
0.05444444444444445	0.9999990192043905
0.06333333333333334	0.9999930435099519
0.07222222222222223	0.9999708095850733
0.08111111111111112	0.9998900050583878
0.09000000000000001	0.999695277306472
0.1	0.9992421634950516
0.10408163265306122	0.998941774263427
0.10816326530612246	0.9985307306679977
0.11224489795918367	0.9980969514329617
0.11632653061224489	0.9974932962977782
0.12040816326530612	0.9967848366358106
0.12448979591836734	0.9959507988274866
0.12857142857142856	0.9949338974216889
0.1326530612244898	0.9937660183066251
0.13673469387755102	0.9922383804896336
0.14081632653061224	0.9905134784407025
0.14489795918367346	0.9885779196700957
0.1489795918367347	0.9863017957846143
0.15306122448979592	0.9839474155975491
0.15714285714285714	0.9810950620736862
0.16122448979591836	0.9777739310292884
0.1653061224489796	0.973801707949601
0.16938775510204082	0.9696209023512844
0.17346938775510204	0.9651837714785688
0.17755102040816326	0.9594939993594999
0.1816326530612245	0.9530796054554288
0.18571428571428572	0.9460110168929065
0.18979591836734694	0.9382806606690293
0.19387755102040816	0.8842738639422669
0.19795918367346937	0.8716219779256588
0.20204081632653062	0.8570233116447314
0.20612244897959184	0.8436559230559203
0.21020408163265306	0.8258474659654804
0.21428571428571427	0.8099654102384034
0.21836734693877552	0.7927913152877533
0.22244897959183674	0.7751604007212961
0.22653061224489796	0.757627340364453
0.23061224489795917	0.7389083794158016
0.23469387755102042	0.7186256321161266
0.23877551020408164	0.702681223379601
0.24285714285714285	0.6828395428239445
0.24693877551020407	0.6679689562325063
0.2510204081632653	0.6423043656118086
0.25510204081632654	0.6289435522973479
0.25918367346938775	0.6131978251454726
0.26326530612244897	0.6016911243567681
0.2673469387755102	0.5859136502913429
0.2714285714285714	0.5716888063699069
0.2755102040816326	0.5599624382287269
0.2795918367346939	0.5494030242198356
0.2836734693877551	0.5390000726166536
0.28775510204081634	0.5284018944615432
0.29183673469387755	0.5235107361540141
0.29591836734693877	0.5139961914009067
0.3	0.5090800572273738
0.3	0.508129016718078
0.29591836734693877	0.5146183432355536
0.29183673469387755	0.5238605558985284
0.28775510204081634	0.532987532664523
0.2836734693877551	0.5424293927897005
0.2795918367346939	0.5530734318843741
0.2755102040816326	0.5636726382458412
0.2714285714285714	0.5761690870626495
0.2673469387755102	0.5866918421209222
0.26326530612244897	0.6014702250083576
0.25918367346938775	0.61080730246884
0.25510204081632654	0.6293111059239279
0.2510204081632653	0.6460982722904491
0.24693877551020407	0.666269436170781
0.24285714285714285	0.6816982687327171
0.23877551020408164	0.697503837791474
0.23469387755102042	0.7174242821074862
0.23061224489795917	0.7381008181160579
0.22653061224489796	0.7567181990320669
0.22244897959183674	0.7773374627926394
0.21836734693877552	0.7928237445145929
0.21428571428571427	0.8102615305229129
0.21020408163265306	0.8254294966581808
0.20612244897959184	0.8428311612674956
0.20204081632653062	0.8576635670031361
0.19795918367346937	0.8714293755592676
0.19387755102040816	0.88493121990941
0.18979591836734694	0.8963971679543861
0.18571428571428572	0.9077407540738561
